Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkGunslingerRank5Desc,progression,perk,,x,,Gunslinger,,,,,,,,,,,,,
perkGunslingerRank5LongDesc,progression,perk,,x,,"Reload pistols 50% faster, \nCritical Damage: 3 successive hits in a short time cause double damage.",,,,,,,,,,,,,
perk9mmPeter,progression,perk,,x,,9mm Peter,,,,,,,,,,,,,
perk9mmPeterName,progression,perk,,x,,9mm Peter,,,,,,,,,,,,,
perk9mmPeterDesc,progression,perk,,x,,Specialise in using 9mm handguns and submachine guns with faster firerates and easier to control recoil.,,,,,,,,,,,,,
perk9mmPeterRank1Desc,progression,perk,,x,,Motion of The Ocean,,,,,,,,,,,,,
perk9mmPeterRank1LongDesc,progression,perk,,x,,Pistols fire 10% faster with 20% less recoil.,,,,,,,,,,,,,
perk9mmPeterRank2Desc,progression,perk,,x,,Growth Mindset,,,,,,,,,,,,,
perk9mmPeterRank2LongDesc,progression,perk,,x,,Pistols fire 20% faster with 40% less recoil.,,,,,,,,,,,,,
perk9mmPeterRank3Desc,progression,perk,,x,,9mm Peter,,,,,,,,,,,,,
perk9mmPeterRank3LongDesc,progression,perk,,x,,Pistols fire 30% faster with 60% less recoil.,,,,,,,,,,,,,
perkDuelist,progression,perk,,x,,Duelist,,,,,,,,,,,,,
perkDuelistName,progression,perk,,x,,Duelist,,,,,,,,,,,,,
perkDuelistDesc,progression,perk,,x,,Specialise in using .44 handguns with faster firerates,reloads and a chance to knock down enemies.,,,,,,,,,,,,,
perkDuelistRank1Desc,progression,perk,,x,,Outlaw,,,,,,,,,,,,,
perkDuelistRank1LongDesc,progression,perk,,x,,".44 handguns fire 15% faster, reload 10% faster and have a 20% chance to knock down enemies.",,,,,,,,,,,,,
perkDuelistRank2Desc,progression,perk,,x,,Sheriff,,,,,,,,,,,,,
perkDuelistRank2LongDesc,progression,perk,,x,,".44 handguns fire 30% faster, reload 20% faster and have a 40% chance to knock down enemies.",,,,,,,,,,,,,
perkDuelistRank3Desc,progression,perk,,x,,Duelist,,,,,,,,,,,,,
perkDuelistRank3LongDesc,progression,perk,,x,,".44 handguns fire 45% faster, reload 30% faster and have a 60% chance to knock down enemies.",,,,,,,,,,,,,
perkDeadShot,progression,perk,,x,,Dead Shot,,,,,,,,,,,,,
perkDeadShotName,progression,perk,,x,,Dead Shot,,,,,,,,,,,,,
perkDeadShotDesc,progression,perk,,x,,Specialise in increased headshot damage and dismemberment with handguns and SMGs.,,,,,,,,,,,,,
perkDeadshotRank1Desc,progression,perk,,x,,Pistoleer,,,,,,,,,,,,,
perkDeadshotRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 20% higher chance to dismember with pistols.,,,,,,,,,,,,,
perkDeadshotRank2Desc,progression,perk,,x,,Enforcer,,,,,,,,,,,,,
perkDeadshotRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 40% higher chance to dismember with pistols.,,,,,,,,,,,,,
perkDeadshotRank3Desc,progression,perk,,x,,Gunfighter,,,,,,,,,,,,,
perkDeadshotRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 60% higher chance to dismember with pistols.,,,,,,,,,,,,,
perkDeadshotRank4Desc,progression,perk,,x,,Crack Shot,,,,,,,,,,,,,
perkDeadshotRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 80% higher chance to dismember with pistols.,,,,,,,,,,,,,
perkDeadshotRank5Desc,progression,perk,,x,,Dead Shot,,,,,,,,,,,,,
perkDeadshotRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with pistols.,,,,,,,,,,,,,
perkBoomstick,progression,perk,,x,,Boomstick,,,,,,,,,,,,,
perkBoomstickName,progression,perk,,x,,Boomstick,,,,,,,,,,,,,
perkBoomstickDesc,progression,perk,,x,,Specialise in using shotguns with faster firerates and more devastating stuns.,,,,,,,,,,,,,
perkBoomstickRank1Desc,progression,perk,,x,,Blunderbuss,,,,,,,,,,,,,
perkBoomstickRank1LongDesc,progression,perk,,x,,Shotguns fire 10% faster and stun for 6 seconds.,,,,,,,,,,,,,
perkBoomstickRank2Desc,progression,perk,,x,,Scattergun,,,,,,,,,,,,,
perkBoomstickRank2LongDesc,progression,perk,,x,,Shotguns fire 20% faster and stun for 8 seconds.,,,,,,,,,,,,,
perkBoomstickRank3Desc,progression,perk,,x,,Boomstick,,,,,,,,,,,,,
perkBoomstickRank3LongDesc,progression,perk,,x,,"Shotguns fire 30% faster, stun for 8 seconds and leg shots cripple enemies".,,,,,,,,,,,,,
perkShotgunSurgeon,progression,perk,,x,,Shotgun Surgeon,,,,,,,,,,,,,
perkShotgunSurgeonName,progression,perk,,x,,Shotgun Surgeon,,,,,,,,,,,,,
perkShotgunSurgeonDesc,progression,perk,,x,,Specialise in using shotguns at longer ranges with more accuracy.,,,,,,,,,,,,,
perkShotgunSurgeonRank1Desc,progression,perk,,x,,Shotgun Hunter,,,,,,,,,,,,,
perkShotgunSurgeonRank1LongDesc,progression,perk,,x,,Shotguns are 10% more accurate and have 100% more effective and maximum range.,,,,,,,,,,,,,
perkShotgunSurgeonRank2Desc,progression,perk,,x,,Skeet Shooter,,,,,,,,,,,,,
perkShotgunSurgeonRank2LongDesc,progression,perk,,x,,Shotguns are 20% more accurate and have 200% more effective and maximum range.,,,,,,,,,,,,,
perkShotgunSurgeonRank3Desc,progression,perk,,x,,Shotgun Surgeon,,,,,,,,,,,,,
perkShotgunSurgeonRank3LongDesc,progression,perk,,x,,Shotguns are 30% more accurate and have 300% more effective and maximum range.,,,,,,,,,,,,,
perkSplatterGun,progression,perk,,x,,Splatter Gun,,,,,,,,,,,,,
perkSplatterGunName,progression,perk,,x,,Splatter Gun,,,,,,,,,,,,,
perkSplatterGunDesc,progression,perk,,x,,Specialise in increased headshot damage and dismemberment with shotguns.,,,,,,,,,,,,,
perkSplatterGunRank1Desc,progression,perk,,x,,Shotgunner,,,,,,,,,,,,,
perkSplatterGunRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 20% higher chance to dismember with shotguns.,,,,,,,,,,,,,
perkSplatterGunRank2Desc,progression,perk,,x,,Breacher,,,,,,,,,,,,,
perkSplatterGunRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 40% higher chance to dismember with shotguns.,,,,,,,,,,,,,
perkSplatterGunRank3Desc,progression,perk,,x,,Street Sweeper,,,,,,,,,,,,,
perkSplatterGunRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 60% higher chance to dismember with shotguns.,,,,,,,,,,,,,
perkSplatterGunRank4Desc,progression,perk,,x,,Riot Trooper,,,,,,,,,,,,,
perkSplatterGunRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 80% higher chance to dismember with shotguns.,,,,,,,,,,,,,
perkSplatterGunRank5Desc,progression,perk,,x,,Splatter Gun,,,,,,,,,,,,,
perkSplatterGunRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with shotguns.,,,,,,,,,,,,,
perkDeadEye,progression,perk,,x,,Dead Eye,,,,,,,,,,,,,
perkDeadEyeName,progression,perk,,x,,Dead Eye,,,,,,,,,,,,,
perkDeadEyeDesc,progression,perk,,x,,"Specialise in using rifles with more aiming speed, reload speed and combo damage.",,,,,,,,,,,,,
perkDeadEyeRank1Desc,progression,perk,,x,,Barn-Broadside Hunter,,,,,,,,,,,,,
perkDeadEyeRank1LongDesc,progression,perk,,x,,"You CAN hit the broadside of a barn, good for you. Rifles aim 20% faster and reload 10% faster.",,,,,,,,,,,,,
perkDeadEyeRank2Desc,progression,perk,,x,,Sure Shot,,,,,,,,,,,,,
perkDeadEyeRank2LongDesc,progression,perk,,x,,Rifles aim 40% faster and reload 20% faster.,,,,,,,,,,,,,
perkDeadEyeRank3Desc,progression,perk,,x,,Dead Eye,,,,,,,,,,,,,
perkDeadEyeRank3LongDesc,progression,perk,,x,,"Rifles aim 60% faster and reload 30% faster. \nKill Streak: Successive kills increase damage bonus by 10%, 20% to a maximum of 30%.",,,,,,,,,,,,,
perkPenetrator,progression,perk,,x,,Penetrator,,,,,,,,,,,,,
perkPenetratorName,progression,perk,,x,,Penetrator,,,,,,,,,,,,,
perkPenetratorDesc,progression,perk,,x,,Specialise in using armor piercing ammo to ignore even more ammo and penetrate targets with AP rifle rounds.,,,,,,,,,,,,,
perkPenetratorRank1Desc,progression,perk,,x,,Piercing Shot,,,,,,,,,,,,,
perkPenetratorRank1LongDesc,progression,perk,,x,,"All armor piercing ammo ignores 10% more armor, Armor piercing shots fired from rifles can penetrate one enemy target and hit another.",,,,,,,,,,,,,
perkPenetratorRank2Desc,progression,perk,,x,,Perforator,,,,,,,,,,,,,
perkPenetratorRank2LongDesc,progression,perk,,x,,"All armor piercing ammo ignores 15% more armor, Armor piercing shots fired from rifles can penetrate two enemy targets and hit another.",,,,,,,,,,,,,
perkPenetratorRank3Desc,progression,perk,,x,,Puncturer,,,,,,,,,,,,,
perkPenetratorRank3LongDesc,progression,perk,,x,,"All armor piercing ammo ignores 20% more armor, Armor piercing shots fired from rifles can penetrate three enemy targets and hit another.",,,,,,,,,,,,,
perkPenetratorRank4Desc,progression,perk,,x,,Penetrator,,,,,,,,,,,,,
perkPenetratorRank4LongDesc,progression,perk,,x,,"All armor piercing ammo ignores 30% more armor, Armor piercing shots fired from rifles can penetrate four enemy targets and hit another.",,,,,,,,,,,,,
perkModernHunter,progression,perk,,x,,Modern Hunter,,,,,,,,,,,,,
perkModernHunterName,progression,perk,,x,,Modern Hunter,,,,,,,,,,,,,
perkModernHunterDesc,progression,perk,,x,,Specialise in using rifles to hunt animals with more damage and dismemberment.,,,,,,,,,,,,,
perkModernHunterRank1Desc,progression,perk,,x,,Varmint Hunter,,,,,,,,,,,,,
perkModernHunterRank1LongDesc,progression,perk,,x,,Deal 10% more damage and 20% higher dismemberment chance with rifles when attacking animals.,,,,,,,,,,,,,
perkModernHunterRank2Desc,progression,perk,,x,,Big Game Hunter,,,,,,,,,,,,,
perkModernHunterRank2LongDesc,progression,perk,,x,,Deal 25% more damage and 40% higher dismemberment chance with rifles when attacking animals.,,,,,,,,,,,,,
perkModernHunterRank3Desc,progression,perk,,x,,Modern Hunter,,,,,,,,,,,,,
perkModernHunterRank3LongDesc,progression,perk,,x,,Deal 50% more damage and 60% higher dismemberment chance with rifles when attacking animals.,,,,,,,,,,,,,
perkSniper,progression,perk,,x,,Sniper,,,,,,,,,,,,,
perkSniperName,progression,perk,,x,,Sniper,,,,,,,,,,,,,
perkSniperDesc,progression,perk,,x,,Take your rifle skills to the next level and improve your aiming speed and increase your accuracy even further.,,,,,,,,,,,,,
perkSniperRank1Desc,progression,perk,,x,,Marksman,,,,,,,,,,,,,
perkSniperRank1LongDesc,progression,perk,,x,,Rifles aim 10% faster and are 30% more accurate.,,,,,,,,,,,,,
perkSniperRank2Desc,progression,perk,,x,,Sharpshooter,,,,,,,,,,,,,
perkSniperRank2LongDesc,progression,perk,,x,,Rifles aim 20% faster and are 60% more accurate.,,,,,,,,,,,,,
perkSniperRank3Desc,progression,perk,,x,,Sniper,,,,,,,,,,,,,
perkSniperRank3LongDesc,progression,perk,,x,,Rifles aim 30% faster and are 90% more accurate.,,,,,,,,,,,,,
perkDesignatedMarksman,progression,perk,,x,,Designated Marksman,,,,,,,,,,,,,
perkDesignatedMarksmanName,progression,perk,,x,,Designated Marksman,,,,,,,,,,,,,
perkDesignatedMarksmanDesc,progression,perk,,x,,Specialise in increased headshot damage and dismemberment with rifles.,,,,,,,,,,,,,
perkDesignatedMarksmanRank1Desc,progression,perk,,x,,Plinking Rookie,,,,,,,,,,,,,
perkDesignatedMarksmanRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 20% higher chance to dismember with rifles.,,,,,,,,,,,,,
perkDesignatedMarksmanRank2Desc,progression,perk,,x,,Trained Rifleman,,,,,,,,,,,,,
perkDesignatedMarksmanRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 40% higher chance to dismember with rifles.,,,,,,,,,,,,,
perkDesignatedMarksmanRank3Desc,progression,perk,,x,,Veteran Rifleman,,,,,,,,,,,,,
perkDesignatedMarksmanRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 60% higher chance to dismember with rifles.,,,,,,,,,,,,,
perkDesignatedMarksmanRank4Desc,progression,perk,,x,,Eagle Eyed,,,,,,,,,,,,,
perkDesignatedMarksmanRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 80% higher chance to dismember with rifles.,,,,,,,,,,,,,
perkDesignatedMarksmanRank5Desc,progression,perk,,x,,Designated Marksman,,,,,,,,,,,,,
perkDesignatedMarksmanRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with rifles.,,,,,,,,,,,,,
perkCommando,progression,perk,,x,,Commando,,,,,,,,,,,,,
perkCommandoName,progression,perk,,x,,Commando,,,,,,,,,,,,,
perkCommandoDesc,progression,perk,,x,,Specialise in increased reload speed and reduced recoil with Automatic rifles.,,,,,,,,,,,,,
perkCommandoRank1Desc,progression,perk,,x,,Grunt,,,,,,,,,,,,,
perkCommandoRank1LongDesc,progression,perk,,x,,Automatic rifles reload 10% faster and have 5% less recoil.,,,,,,,,,,,,,
perkCommandoRank2Desc,progression,perk,,x,,Veteran,,,,,,,,,,,,,
perkCommandoRank2LongDesc,progression,perk,,x,,Automatic rifles reload 20% faster and have 10% less recoil.,,,,,,,,,,,,,
perkCommandoRank3Desc,progression,perk,,x,,Commando,,,,,,,,,,,,,
perkCommandoRank3LongDesc,progression,perk,,x,,Automatic rifles reload 30% faster and have 15% less recoil.,,,,,,,,,,,,,
perkShortControlledBursts,progression,perk,,x,,Short Controlled Bursts,,,,,,,,,,,,,
perkShortControlledBurstsName,progression,perk,,x,,Short Controlled Bursts,,,,,,,,,,,,,
perkShortControlledBurstsDesc,progression,perk,,x,,"Achieve more precision with your scoped automatic rifles by slowing your firerate and spacing your shots. \nScopes Affected: Reflex Sight, 2x Scope and 4x Scope.",,,,,,,,,,,,,
perkShortControlledBurstsRank1Desc,progression,perk,,x,,Breathe and Squeeze,,,,,,,,,,,,,
perkShortControlledBurstsRank1LongDesc,progression,perk,,x,,"When aiming down sights with a scope attached to an automatic rifle, suffer a 60% firerate penalty but gain 20% better accuracy.",,,,,,,,,,,,,
perkShortControlledBurstsRank2Desc,progression,perk,,x,,Tap Firing,,,,,,,,,,,,,
perkShortControlledBurstsRank2LongDesc,progression,perk,,x,,"When aiming down sights with a scope attached to an automatic rifle, suffer a 40% firerate penalty but gain 40% better accuracy.",,,,,,,,,,,,,
perkShortControlledBurstsRank3Desc,progression,perk,,x,,Short Controlled Bursts,,,,,,,,,,,,,
perkShortControlledBurstsRank3LongDesc,progression,perk,,x,,"When aiming down sights with a scope attached to an automatic rifle, suffer a 20% firerate penalty but gain 60% better accuracy.",,,,,,,,,,,,,
perkSprayAndPray,progression,perk,,x,,Spray and Pray Territory,,,,,,,,,,,,,
perkSprayAndPrayName,progression,perk,,x,,Spray and Pray,,,,,,,,,,,,,
perkSprayAndPrayDesc,progression,perk,,x,,Increase your firerate with automatic rifles while hip firing through sheer disregard for where the bullets land.,,,,,,,,,,,,,
perkSprayAndPrayRank1Desc,progression,perk,,x,,Suppressive Fire,,,,,,,,,,,,,
perkSprayAndPrayRank1LongDesc,progression,perk,,x,,"When hip firing automatic rifles, fire 20% faster.",,,,,,,,,,,,,
perkSprayAndPrayRank2Desc,progression,perk,,x,,BRRRRRRRRT,,,,,,,,,,,,,
perkSprayAndPrayRank2LongDesc,progression,perk,,x,,"When hip firing automatic rifles, fire 30% faster.",,,,,,,,,,,,,
perkSprayAndPrayRank3Desc,progression,perk,,x,,Spray and Pray,,,,,,,,,,,,,
perkSprayAndPrayRank3LongDesc,progression,perk,,x,,"When hip firing automatic rifles, fire 50% faster.",,,,,,,,,,,,,
perkBetterLeadThanDead,progression,perk,,x,,Better Lead Than Dead,,,,,,,,,,,,,
perkBetterLeadThanDeadName,progression,perk,,x,,Better Lead Than Dead,,,,,,,,,,,,,
perkBetterLeadThanDeadDesc,progression,perk,,x,,Specialise in increased headshot damage and dismemberment with Automatic rifles.,,,,,,,,,,,,,
perkBetterLeadThanDeadRank1Desc,progression,perk,,x,,Automatic Rifleman,,,,,,,,,,,,,
perkBetterLeadThanDeadRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 20% higher chance to dismember with Automatic rifles.,,,,,,,,,,,,,
perkBetterLeadThanDeadRank2Desc,progression,perk,,x,,Machine Gunner,,,,,,,,,,,,,
perkBetterLeadThanDeadRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 40% higher chance to dismember with Automatic rifles.,,,,,,,,,,,,,
perkBetterLeadThanDeadRank3Desc,progression,perk,,x,,Lead Head,,,,,,,,,,,,,
perkBetterLeadThanDeadRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 60% higher chance to dismember with Automatic rifles.,,,,,,,,,,,,,
perkBetterLeadThanDeadRank4Desc,progression,perk,,x,,Bullet Hose,,,,,,,,,,,,,
perkBetterLeadThanDeadRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 80% higher chance to dismember with Automatic rifles.,,,,,,,,,,,,,
perkBetterLeadThanDeadRank5Desc,progression,perk,,x,,Better Lead Than Dead,,,,,,,,,,,,,
perkBetterLeadThanDeadRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with Automatic rifles.,,,,,,,,,,,,,
perkArchery,progression,perk,,x,,Archery,,,,,,,,,,,,,
perkArcheryName,progression,perk,,x,,Archery,,,,,,,,,,,,,
perkArcheryDesc,progression,perk,,x,,Increase your aiming speed and reload speed with bows and crossbows.,,,,,,,,,,,,,
perkArcheryRank1Desc,progression,perk,,x,,Bullseye,,,,,,,,,,,,,
perkArcheryRank1LongDesc,progression,perk,,x,,Aim bows and crossbows 20% faster and reload them 10% faster.,,,,,,,,,,,,,
perkArcheryRank2Desc,progression,perk,,x,,Ranger,,,,,,,,,,,,,
perkArcheryRank2LongDesc,progression,perk,,x,,Aim bows and crossbows 40% faster and reload them 20% faster.,,,,,,,,,,,,,
perkArcheryRank3Desc,progression,perk,,x,,Archer,,,,,,,,,,,,,
perkArcheryRank3LongDesc,progression,perk,,x,,Aim bows and crossbows 60% faster and reload them 30% faster.,,,,,,,,,,,,,
perkBowMaster,progression,perk,,x,,Bow Master,,,,,,,,,,,,,
perkBowMasterName,progression,perk,,x,,Bow Master,,,,,,,,,,,,,
perkBowMasterDesc,progression,perk,,x,,"Specialise in reloading bows faster, doing more sneak damage and crippling enemies with arrows.",,,,,,,,,,,,,
perkBowMasterRank1Desc,progression,perk,,x,,Shadow Archer,,,,,,,,,,,,,
perkBowMasterRank1LongDesc,progression,perk,,x,,Reload bows 20% faster and gain a 20% chance to cripple and 50% more sneak damage with arrows.,,,,,,,,,,,,,
perkBowMasterRank2Desc,progression,perk,,x,,Arrow Assassin,,,,,,,,,,,,,
perkBowMasterRank2LongDesc,progression,perk,,x,,Reload bows 40% faster and gain a 40% chance to cripple and 100% more sneak damage with arrows.,,,,,,,,,,,,,
perkBowMasterRank3Desc,progression,perk,,x,,Bow Master,,,,,,,,,,,,,
perkBowMasterRank3LongDesc,progression,perk,,x,,Reload bows 60% faster and gain a 60% chance to cripple and 150% more sneak damage with arrows.,,,,,,,,,,,,,
perkCrossbowMaster,progression,perk,,x,,Crossbow Master,,,,,,,,,,,,,
perkCrossbowMasterName,progression,perk,,x,,Crossbow Master,,,,,,,,,,,,,
perkCrossbowMasterDesc,progression,perk,,x,,Specialise in penetrating armor with crossbows and doing more sneak damage and crippling enemies with bolts.,,,,,,,,,,,,,
perkCrossbowMasterRank1Desc,progression,perk,,x,,Crossbow Hunter,,,,,,,,,,,,,
perkCrossbowMasterRank1LongDesc,progression,perk,,x,,"Penetrate 30% of armor, gain a 50% chance to cripple and 50% more sneak damage with bolts.",,,,,,,,,,,,,
perkCrossbowMasterRank2Desc,progression,perk,,x,,A-List Arbalist,,,,,,,,,,,,,
perkCrossbowMasterRank2LongDesc,progression,perk,,x,,"Penetrate 40% of armor, gain a 80% chance to cripple and 100% more sneak damage with bolts.",,,,,,,,,,,,,
perkCrossbowMasterRank3Desc,progression,perk,,x,,Crossbow Master,,,,,,,,,,,,,
perkCrossbowMasterRank3LongDesc,progression,perk,,x,,"Penetrate 50% of armor, gain a 100% chance to cripple and 150% more sneak damage with bolts.",,,,,,,,,,,,,
perkPrimalHunter,progression,perk,,x,,Primal Hunter,,,,,,,,,,,,,
perkPrimalHunterName,progression,perk,,x,,Primal Hunter,,,,,,,,,,,,,
perkPrimalHunterDesc,progression,perk,,x,,"Hunt animals the old fashioned way with bows and crossbows, dealing additional damage to animals and inflicting bleed against them.",,,,,,,,,,,,,
perkPrimalHunterRank1Desc,progression,perk,,x,,Broadhead Arrows,,,,,,,,,,,,,
perkPrimalHunterRank1LongDesc,progression,perk,,x,,Deal 10% more damage with bows and crossbows against animals and inflict a bleed stack with each shot.,,,,,,,,,,,,,
perkPrimalHunterRank2Desc,progression,perk,,x,,Patient Hunter,,,,,,,,,,,,,
perkPrimalHunterRank2LongDesc,progression,perk,,x,,Deal 25% more damage with bows and crossbows against animals and inflict two bleed stacks with each shot.,,,,,,,,,,,,,
perkPrimalHunterRank3Desc,progression,perk,,x,,Primal Hunter,,,,,,,,,,,,,
perkPrimalHunterRank3LongDesc,progression,perk,,x,,Deal 50% more damage with bows and crossbows against animals and inflict three bleed stacks with each shot.,,,,,,,,,,,,,
perkTheArrowsFate,progression,perk,,x,,The Arrows Fate,,,,,,,,,,,,,
perkTheArrowsFateName,progression,perk,,x,,The Arrows Fate,,,,,,,,,,,,,
perkTheArrowsFateDesc,progression,perk,,x,,Specialise in increased headshot damage and dismemberment with bows and crossbows.,,,,,,,,,,,,,
perkTheArrowsFateRank1Desc,progression,perk,,x,,Lucky Shot,,,,,,,,,,,,,
perkTheArrowsFateRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 20% higher chance to dismember with bows and crossbows.,,,,,,,,,,,,,
perkTheArrowsFateRank2Desc,progression,perk,,x,,Reliable Bullseye,,,,,,,,,,,,,
perkTheArrowsFateRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 40% higher chance to dismember with bows and crossbows.,,,,,,,,,,,,,
perkTheArrowsFateRank3Desc,progression,perk,,x,,Bow Sniper,,,,,,,,,,,,,
perkTheArrowsFateRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 60% higher chance to dismember with bows and crossbows.,,,,,,,,,,,,,
perkTheArrowsFateRank4Desc,progression,perk,,x,,Never Miss,,,,,,,,,,,,,
perkTheArrowsFateRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 80% higher chance to dismember with bows and crossbows.,,,,,,,,,,,,,
perkTheArrowsFateRank5Desc,progression,perk,,x,,The Arrows Fate,,,,,,,,,,,,,
perkTheArrowsFateRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with bows and crossbows.,,,,,,,,,,,,,
perkPhysician,progression,perk,,x,,Physician,,,,,,,,,,,,,
perkPhysicianName,progression,perk,,x,,Physician,,,,,,,,,,,,,
perkPhysicianDesc,progression,perk,,x,,Use medicine and drugs more effectively.,,,,,,,,,,,,,
perkPhysicianRank1Desc,progression,perk,,x,,Intern,,,,,,,,,,,,,
perkPhysicianRank1LongDesc,progression,perk,,x,,"Treated Critical injuries heal 15% faster.\nMedical healing items heal 25% more health over time.\nGain 100% more XP using bandages, first aid bandages, first aid kits and splints.\nSplints and Casts cure sprains instantly.",,,,,,,,,,,,,
perkPhysicianRank2Desc,progression,perk,,x,,Doctor,,,,,,,,,,,,,
perkPhysicianRank2LongDesc,progression,perk,,x,,"Treated Critical injuries heal 25% faster.\nMedical healing items heal 50% more health over time.\nGain 200% more XP medical items.",,,,,,,,,,,,,
perkPhysicianRank3Desc,progression,perk,,x,,Medical Master,,,,,,,,,,,,,
perkPhysicianRank3LongDesc,progression,perk,,x,,"Treated Critical injuries heal 50% faster.\nMedical healing items heal 100% more health over time.\nGain 300% more XP using medical items.\nCasts cure broken limbs instantly.",,,,,,,,,,,,,
perkDaringAdventurer,progression,perk,,x,,Daring Adventurer,,,,,,,,,,,,,
perkDaringAdventurerName,progression,perk,,x,,Daring Adventurer,,,,,,,,,,,,,
perkDaringAdventurerDesc,progression,perk,,x,,Become a daring adventurer and receive greater rewards for your quests.,,,,,,,,,,,,,
perkDaringAdventurerRank1Desc,progression,perk,,x,,Rookie,,,,,,,,,,,,,
perkDaringAdventurerRank1LongDesc,progression,perk,,x,,Gain +20 to your Trader Stage and 10% more dukes for quests.,,,,,,,,,,,,,
perkDaringAdventurerRank2Desc,progression,perk,,x,,Hardened Mercenary,,,,,,,,,,,,,
perkDaringAdventurerRank2LongDesc,progression,perk,,x,,Gain +40 to your Trader Stage and 20% more dukes for quests.,,,,,,,,,,,,,
perkDaringAdventurerRank3Desc,progression,perk,,x,,Daring Adventurer,,,,,,,,,,,,,
perkDaringAdventurerRank3LongDesc,progression,perk,,x,,"Gain +60 to your Trader Stage and 30% more dukes for quests. \nAdditionally, choose an extra reward when finishing quests.",,,,,,,,,,,,,
perkCharismaticNatureRank5LongDesc,progression,perk,,x,,"You're a true hero, Allies and Party members find 20% better loot and gain +25 maximum stamina.",,,,,,,,,,,,,
perkDemolitionsExpertDesc,progression,perk,,x,,Specialise in using explosives to blow enemies sky high.,,,,,,,,,,,,,
perkDemolitionsExpertRank1LongDesc,progression,perk,,x,,Explosives deal 20% more damage and Rocket Launchers reload 15% faster and aim 20% faster.,,,,,,,,,,,,,
perkDemolitionsExpertRank2LongDesc,progression,perk,,x,,Explosives deal 40% more damage and Rocket Launchers reload 30% faster and aim 40% faster.,,,,,,,,,,,,,
perkDemolitionsExpertRank3LongDesc,progression,perk,,x,,Explosives deal 60% more damage and Rocket Launchers reload 45% faster and aim 60% faster.,,,,,,,,,,,,,
perkReducedToAtoms,progression,perk,,x,,Reduced To Atoms,,,,,,,,,,,,,
perkReducedToAtomsName,progression,perk,,x,,Reduced To Atoms,,,,,,,,,,,,,
perkReducedToAtomsDesc,progression,perk,,x,,Specialise in blowing off body parts with your explosives you sick lunatic.,,,,,,,,,,,,,
perkReducedToAtomsRank1Desc,progression,perk,,x,,Mine Crafter,,,,,,,,,,,,,
perkReducedToAtomsRank1LongDesc,progression,perk,,x,,10% higher chance to dismember with explosives.,,,,,,,,,,,,,
perkReducedToAtomsRank2Desc,progression,perk,,x,,Mortar Master,,,,,,,,,,,,,
perkReducedToAtomsRank2LongDesc,progression,perk,,x,,20% higher chance to dismember with explosives.,,,,,,,,,,,,,
perkReducedToAtomsRank3Desc,progression,perk,,x,,Artillery Artist,,,,,,,,,,,,,
perkReducedToAtomsRank3LongDesc,progression,perk,,x,,30% higher chance to dismember with explosives.,,,,,,,,,,,,,
perkReducedToAtomsRank4Desc,progression,perk,,x,,Superior Firepower,,,,,,,,,,,,,
perkReducedToAtomsRank4LongDesc,progression,perk,,x,,40% higher chance to dismember with explosives.,,,,,,,,,,,,,
perkReducedToAtomsRank5Desc,progression,perk,,x,,Reduced to Atoms,,,,,,,,,,,,,
perkReducedToAtomsRank5LongDesc,progression,perk,,x,,50% higher chance to dismember with explosives.,,,,,,,,,,,,,
perkRoboticsInventor,progression,perk,,x,,Robotics Inventor,,,,,,,,,,,,,
perkRoboticsInventorName,progression,perk,,x,,Robotics Inventor,,,,,,,,,,,,,
